,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeTeamScored,AwayTeamScored,HomeTeamConceded,AwayTeamConceded,HomeTeamPoints,AwayTeamPoints,HM1,AM1,HM2,AM2,HM3,AM3,HomeGoalDiff,AwayGoalDiff,DiffInGoals,DiffPts,MW
1308,2011-10-22,Hertha,Mainz,0,0,D,10,10,11,18,12,6,L,L,W,D,L,L,-1,-8,7,6,10
1309,2011-10-22,Hoffenheim,M'gladbach,1,0,H,12,10,9,6,13,16,L,D,D,L,L,W,3,4,-1,-3,10
1310,2011-10-22,Kaiserslautern,Freiburg,1,0,H,7,13,12,23,10,7,W,L,L,W,L,L,-5,-10,5,3,10
1311,2011-10-22,Nurnberg,Stuttgart,2,2,D,11,15,12,7,12,16,L,W,D,W,L,L,-1,8,-9,-4,10
1312,2011-10-23,Hannover,Bayern Munich,2,1,H,11,25,12,3,15,19,L,W,W,D,D,W,-1,22,-23,-4,10
1313,2011-10-23,Leverkusen,Schalke 04,0,1,A,11,14,14,14,11,15,D,L,W,W,L,W,-3,0,-3,-4,10
1314,2011-10-28,Freiburg,Leverkusen,0,1,A,13,12,24,14,7,14,L,L,L,D,W,W,-11,-2,-9,-7,11
1315,2011-10-29,Bayern Munich,Nurnberg,4,0,H,29,11,3,16,22,12,L,D,W,L,D,D,26,-5,31,10,11
1316,2011-10-29,Mainz,Werder Bremen,1,3,A,11,20,21,13,6,20,D,D,L,L,D,L,-10,7,-17,-14,11
1317,2011-10-29,M'gladbach,Hannover,2,1,H,12,12,7,14,19,15,L,W,D,L,L,W,5,-2,7,4,11
1318,2011-10-29,Schalke 04,Hoffenheim,3,1,H,17,13,15,12,18,13,W,W,L,L,W,D,2,1,1,5,11
1319,2011-10-29,Stuttgart,Dortmund,1,1,D,16,21,8,7,17,20,D,W,W,W,W,W,8,14,-6,-3,11
1320,2011-10-29,Wolfsburg,Hertha,2,3,A,14,13,19,13,13,15,D,D,W,L,L,W,-5,0,-5,-2,11
1321,2011-10-30,FC Koln,Augsburg,3,0,H,17,7,18,19,16,7,L,D,W,W,L,L,-1,-12,11,9,11
1322,2011-10-30,Hamburg,Kaiserslautern,1,1,D,11,8,21,13,8,11,D,W,W,W,L,L,-10,-5,-5,-3,11
1323,2011-11-04,Mainz,Stuttgart,3,1,H,14,17,22,11,9,17,L,D,D,D,L,W,-8,6,-14,-8,12
1324,2011-11-05,Dortmund,Wolfsburg,5,1,H,26,15,8,24,23,13,D,L,W,D,W,W,18,-9,27,10,12
1325,2011-11-05,Hertha,M'gladbach,1,2,A,14,14,15,8,15,22,W,W,D,L,L,D,-1,6,-7,-7,12
1326,2011-11-05,Hoffenheim,Kaiserslautern,1,1,D,14,9,13,14,14,12,L,D,W,W,L,W,1,-5,6,2,12
1327,2011-11-05,Leverkusen,Hamburg,2,2,D,14,13,16,23,15,9,W,D,L,D,D,W,-2,-10,8,6,12
1328,2011-11-05,Nurnberg,Freiburg,1,2,A,12,15,18,25,12,10,L,L,D,L,L,L,-6,-10,4,2,12
1329,2011-11-05,Werder Bremen,FC Koln,3,2,H,23,19,15,21,23,16,W,W,D,L,L,W,8,-2,10,7,12
1330,2011-11-06,Augsburg,Bayern Munich,1,2,A,8,31,21,4,7,25,L,W,D,L,W,W,-13,27,-40,-18,12
1331,2011-11-06,Hannover,Schalke 04,2,2,D,14,19,16,17,16,19,L,W,W,W,L,L,-2,2,-4,-3,12
1332,2011-11-18,Kaiserslautern,Leverkusen,0,2,A,9,16,16,16,12,18,D,D,D,W,W,L,-7,0,-7,-6,13
1333,2011-11-19,Bayern Munich,Dortmund,0,1,A,31,27,5,8,25,26,W,W,W,D,L,W,26,19,7,-1,13
1334,2011-11-19,Freiburg,Hertha,2,2,D,17,16,27,17,11,16,W,L,L,W,L,D,-10,-1,-9,-5,13
1335,2011-11-19,M'gladbach,Werder Bremen,5,0,H,19,23,8,20,25,23,W,W,W,W,L,D,11,3,8,2,13
1336,2011-11-19,Schalke 04,Nurnberg,4,0,H,23,12,17,22,22,12,D,L,W,L,W,D,6,-10,16,10,13
1337,2011-11-19,Wolfsburg,Hannover,4,1,H,19,15,25,20,16,16,L,D,L,L,D,W,-6,-5,-1,0,13
1338,2011-11-20,Hamburg,Hoffenheim,2,0,H,15,14,23,15,12,14,D,D,D,L,D,W,-8,-1,-7,-2,13
1339,2011-11-20,Stuttgart,Augsburg,2,1,H,19,9,12,23,20,7,L,L,D,L,D,D,7,-14,21,13,13
1340,2011-11-25,FC Koln,M'gladbach,0,3,A,19,19,24,8,16,25,L,W,W,W,L,L,-5,11,-16,-9,13
1341,2011-11-26,Augsburg,Wolfsburg,2,0,H,11,19,23,27,10,16,L,W,L,L,L,L,-12,-8,-4,-6,14
1342,2011-11-26,Dortmund,Schalke 04,2,0,H,29,23,8,19,29,22,W,W,W,D,D,W,21,4,17,7,14
1343,2011-11-26,Hannover,Hamburg,1,1,D,16,16,21,24,17,13,L,W,D,D,L,D,-5,-8,3,4,14
1344,2011-11-26,Hertha,Leverkusen,3,3,D,19,19,20,19,17,19,D,W,L,D,W,W,-1,0,-1,-2,14
1345,2011-11-26,Hoffenheim,Freiburg,1,1,D,15,18,16,28,15,12,L,D,D,W,L,L,-1,-10,9,3,14
1346,2011-11-26,Nurnberg,Kaiserslautern,1,0,H,13,9,22,17,15,12,L,L,L,D,L,D,-9,-8,-1,3,14
1347,2011-11-27,Mainz,Bayern Munich,3,2,H,19,33,26,8,13,25,W,L,W,W,L,W,-7,25,-32,-12,14
1348,2011-11-27,Werder Bremen,Stuttgart,2,0,H,25,19,20,14,26,20,L,W,W,L,W,D,5,5,0,6,14
1349,2011-12-02,Leverkusen,Hoffenheim,2,0,H,19,15,19,16,19,15,W,L,D,D,W,L,0,-1,1,4,14
1350,2011-12-03,Bayern Munich,Werder Bremen,4,1,H,37,26,9,24,28,26,L,W,L,L,W,W,28,2,26,2,15
1351,2011-12-03,Freiburg,Hannover,1,1,D,19,17,29,22,13,18,D,D,D,L,W,D,-10,-5,-5,-5,15
1352,2011-12-03,Kaiserslautern,Hertha,1,1,D,10,20,18,21,13,18,L,D,L,D,D,L,-8,-1,-7,-5,15
1353,2011-12-03,M'gladbach,Dortmund,1,1,D,23,30,9,9,29,30,W,W,W,W,W,W,14,21,-7,-1,15
1354,2011-12-03,Stuttgart,FC Koln,2,2,D,21,25,16,26,21,20,L,D,W,L,L,L,5,-1,6,1,15
1355,2011-12-03,Wolfsburg,Mainz,2,2,D,21,19,29,26,17,14,L,D,W,W,L,W,-8,-7,-1,3,15
1356,2011-12-04,Hamburg,Nurnberg,2,0,H,18,13,24,24,16,15,D,W,W,L,D,L,-6,-11,5,1,15
1357,2011-12-04,Schalke 04,Augsburg,3,1,H,26,12,20,26,25,10,L,W,W,L,D,L,6,-14,20,15,15
1358,2011-12-09,Hertha,Schalke 04,1,2,A,20,26,21,20,18,25,D,L,D,W,L,D,-1,6,-7,-7,15
1359,2011-12-10,Augsburg,M'gladbach,1,0,H,13,23,26,10,13,29,L,D,W,W,L,W,-13,13,-26,-16,16
1360,2011-12-10,FC Koln,Freiburg,4,0,H,26,19,27,33,21,13,W,D,D,D,L,D,-1,-14,13,8,16
1361,2011-12-10,Hannover,Leverkusen,0,0,D,17,21,22,19,19,23,D,W,D,D,L,W,-5,2,-7,-4,16
1362,2011-12-10,Mainz,Hamburg,0,0,D,20,18,27,24,15,17,D,W,D,D,W,W,-7,-6,-1,-2,16
1363,2011-12-10,Nurnberg,Hoffenheim,0,2,A,13,17,26,18,15,18,L,L,W,D,L,L,-13,-1,-12,-3,16
1364,2011-12-10,Werder Bremen,Wolfsburg,4,1,H,30,22,25,33,29,17,L,D,W,L,L,W,5,-11,16,12,16
1365,2011-12-11,Dortmund,Kaiserslautern,1,1,D,31,11,10,19,31,14,D,D,W,L,W,L,21,-8,29,17,16
1366,2011-12-11,Stuttgart,Bayern Munich,1,2,A,22,39,18,10,21,31,D,W,L,L,W,L,4,29,-25,-10,16
1367,2011-12-13,FC Koln,Mainz,1,1,D,26,20,27,27,21,15,W,D,D,D,L,W,-1,-7,6,6,16
1368,2011-12-16,Bayern Munich,FC Koln,3,0,H,42,26,10,30,34,21,W,D,W,W,L,D,32,-4,36,13,17
1369,2011-12-17,Freiburg,Dortmund,1,4,A,20,35,37,11,13,34,L,D,D,D,D,W,-17,24,-41,-21,17
1370,2011-12-17,Hamburg,Augsburg,1,1,D,19,14,25,27,18,14,D,W,W,L,D,W,-6,-13,7,4,17
1371,2011-12-17,Hoffenheim,Hertha,1,1,D,18,22,19,24,19,19,W,L,L,D,D,D,-1,-2,1,0,17
1372,2011-12-17,Leverkusen,Nurnberg,0,3,A,21,16,22,26,23,18,D,L,W,L,D,W,-1,-10,9,5,17
1373,2011-12-17,Schalke 04,Werder Bremen,5,0,H,33,30,21,30,31,29,W,W,W,L,L,W,12,0,12,2,17
1374,2011-12-17,Wolfsburg,Stuttgart,1,0,H,23,22,33,19,20,21,L,L,D,D,L,L,-10,3,-13,-1,17
1375,2011-12-18,Kaiserslautern,Hannover,1,1,D,12,18,20,23,15,20,D,D,D,D,L,D,-8,-5,-3,-5,17
1376,2011-12-18,M'gladbach,Mainz,1,0,H,24,20,10,28,32,15,L,D,D,D,W,D,14,-8,22,17,17
1377,2012-01-20,M'gladbach,Bayern Munich,3,1,H,27,43,11,13,35,34,W,W,L,W,D,W,16,30,-14,1,18
1378,2012-01-21,Freiburg,Augsburg,1,0,H,21,14,37,28,16,14,L,D,L,W,D,L,-16,-14,-2,2,18
1379,2012-01-21,Hoffenheim,Hannover,0,0,D,18,18,19,23,20,21,D,D,W,D,L,D,-1,-5,4,-1,18
1380,2012-01-21,Kaiserslautern,Werder Bremen,0,0,D,12,30,20,30,16,30,D,L,D,W,D,L,-8,0,-8,-14,18
1381,2012-01-21,Nurnberg,Hertha,2,0,H,18,22,26,26,21,19,W,D,L,L,L,D,-8,-4,-4,2,18
1382,2012-01-21,Schalke 04,Stuttgart,3,1,H,36,23,22,22,34,21,W,L,W,L,W,D,14,1,13,13,18
1383,2012-01-21,Wolfsburg,FC Koln,1,0,H,24,26,33,31,23,21,W,L,L,D,D,W,-9,-5,-4,2,18
1384,2012-01-22,Hamburg,Dortmund,1,5,A,20,40,30,12,18,37,D,W,D,D,W,D,-10,28,-38,-19,18
1385,2012-01-22,Leverkusen,Mainz,3,2,H,24,22,24,31,26,15,L,L,D,D,W,D,0,-9,9,11,18
1386,2012-01-27,Hannover,Nurnberg,1,0,H,19,18,23,27,24,21,D,W,D,W,D,L,-4,-9,5,3,19
1387,2012-01-28,Augsburg,Kaiserslautern,2,2,D,16,14,30,22,15,17,L,D,D,D,W,D,-14,-8,-6,-2,19
1388,2012-01-28,Bayern Munich,Wolfsburg,2,0,H,45,24,13,35,37,23,L,W,W,W,W,L,32,-11,43,14,19
1389,2012-01-28,Dortmund,Hoffenheim,3,1,H,43,19,13,22,40,20,W,D,W,D,D,W,30,-3,33,20,19
1390,2012-01-28,FC Koln,Schalke 04,1,4,A,27,40,35,23,21,37,L,W,L,W,D,W,-8,17,-25,-16,19
1391,2012-01-28,Hertha,Hamburg,1,2,A,23,22,28,31,19,21,L,L,D,D,L,D,-5,-9,4,-2,19
1392,2012-01-28,Werder Bremen,Leverkusen,1,1,D,31,25,31,25,31,27,D,W,L,L,W,D,0,0,0,4,19
1393,2012-01-29,Mainz,Freiburg,3,1,H,25,22,32,40,18,16,L,W,L,L,D,L,-7,-18,11,2,19
1394,2012-01-29,Stuttgart,M'gladbach,0,3,A,23,30,25,11,21,38,L,W,L,W,L,L,-2,19,-21,-17,19
1395,2012-02-03,Nurnberg,Dortmund,0,2,A,18,45,29,13,21,43,L,W,W,W,W,W,-11,32,-43,-22,20
1396,2012-02-04,Hamburg,Bayern Munich,1,1,D,23,46,32,14,22,38,W,W,L,L,D,W,-9,32,-41,-16,20
1397,2012-02-04,Hertha,Hannover,0,1,A,23,20,29,23,19,27,L,W,L,D,D,D,-6,-3,-3,-8,20
1398,2012-02-04,Hoffenheim,Augsburg,2,2,D,21,18,24,32,21,16,L,D,D,L,D,D,-3,-14,11,5,20
1399,2012-02-04,Leverkusen,Stuttgart,2,2,D,27,25,27,27,28,22,D,L,W,L,L,L,0,-2,2,6,20
1400,2012-02-04,Schalke 04,Mainz,1,1,D,41,26,24,33,38,19,W,W,W,L,W,L,17,-7,24,19,20
1401,2012-02-04,Wolfsburg,M'gladbach,0,0,D,24,30,35,11,24,39,L,W,W,W,W,W,-11,19,-30,-15,20
1402,2012-02-05,Freiburg,Werder Bremen,2,2,D,24,33,42,33,17,32,L,D,W,D,L,L,-18,0,-18,-15,20
1403,2012-02-05,Kaiserslautern,FC Koln,0,1,A,14,28,23,35,17,24,D,L,D,L,D,L,-9,-7,-2,-7,20
1404,2012-02-10,Wolfsburg,Freiburg,3,2,H,27,26,37,45,27,17,D,D,L,L,W,W,-10,-19,9,10,21
1405,2012-02-11,Bayern Munich,Kaiserslautern,2,0,H,48,14,14,25,41,17,D,L,W,D,L,D,34,-11,45,24,21
1406,2012-02-11,Dortmund,Leverkusen,1,0,H,46,27,13,28,46,28,W,D,W,D,W,W,33,-1,34,18,21
1407,2012-02-11,Mainz,Hannover,1,1,D,27,21,34,24,20,28,D,W,W,W,L,D,-7,-3,-4,-8,21
1408,2012-02-11,M'gladbach,Schalke 04,3,0,H,33,41,11,27,42,38,D,D,W,W,W,W,22,14,8,4,21
1409,2012-02-11,Stuttgart,Hertha,5,0,H,30,23,27,34,25,19,D,L,L,L,L,L,3,-11,14,6,21
1410,2012-02-11,Werder Bremen,Hoffenheim,1,1,D,34,22,34,25,33,22,D,D,D,L,D,D,0,-3,3,11,21
1411,2012-02-12,Augsburg,Nurnberg,0,0,D,18,18,32,29,17,22,D,L,D,L,L,W,-14,-11,-3,-5,21
1412,2012-02-12,FC Koln,Hamburg,0,1,A,28,24,36,32,24,25,W,D,L,W,L,L,-8,-8,0,-1,21
1413,2012-02-17,Hoffenheim,Mainz,1,1,D,1,1,26,35,23,21,D,D,D,D,L,W,-25,-34,9,2,22
1414,2012-02-18,Freiburg,Bayern Munich,0,0,D,0,0,45,14,18,42,L,W,D,D,L,W,-45,-14,-31,-24,22
1415,2012-02-18,Hamburg,Werder Bremen,1,3,A,1,3,35,35,25,36,W,D,D,D,W,D,-34,-32,-2,-11,22
1416,2012-02-18,Hertha,Dortmund,0,1,A,0,1,35,13,19,49,L,W,L,W,L,W,-35,-12,-23,-30,22
1417,2012-02-18,Kaiserslautern,M'gladbach,1,2,A,1,2,27,12,17,45,L,W,L,D,D,W,-26,-10,-16,-28,22
1418,2012-02-18,Leverkusen,Augsburg,4,1,H,4,1,29,36,31,17,L,D,D,D,D,D,-25,-35,10,14,22
1419,2012-02-18,Nurnberg,FC Koln,2,1,H,2,1,30,38,25,24,D,L,L,W,L,L,-28,-37,9,1,22
1420,2012-02-19,Hannover,Stuttgart,4,2,H,4,2,26,31,31,25,D,W,W,D,W,L,-22,-29,7,6,22
1421,2012-02-19,Schalke 04,Wolfsburg,4,0,H,4,0,27,41,41,27,L,W,D,D,W,L,-23,-41,18,14,22
1422,2012-02-24,M'gladbach,Hamburg,1,1,D,1,1,13,36,46,26,W,L,W,W,D,D,-12,-35,23,20,23
1423,2012-02-25,Augsburg,Hertha,3,0,H,3,0,36,38,20,19,L,L,D,L,D,L,-33,-38,5,1,23
1424,2012-02-25,FC Koln,Leverkusen,0,2,A,0,2,40,29,24,34,L,W,L,L,W,D,-40,-27,-13,-10,23
1425,2012-02-25,Mainz,Kaiserslautern,4,0,H,4,0,35,31,24,17,D,L,D,L,D,L,-31,-31,0,7,23
1426,2012-02-25,Stuttgart,Freiburg,4,1,H,4,1,32,49,28,18,L,D,W,L,D,D,-28,-48,20,10,23
1427,2012-02-25,Werder Bremen,Nurnberg,0,1,A,0,1,36,30,36,28,W,W,D,D,D,L,-36,-29,-7,8,23
1428,2012-02-25,Wolfsburg,Hoffenheim,1,2,A,1,2,43,27,27,26,L,D,W,D,D,D,-42,-25,-17,1,23
1429,2012-02-26,Bayern Munich,Schalke 04,2,0,H,2,0,14,29,45,41,D,W,W,L,D,D,-12,-29,17,4,23
1430,2012-02-26,Dortmund,Hannover,3,1,H,3,1,14,29,52,31,W,W,W,D,W,W,-11,-28,17,21,23
1431,2012-03-03,Dortmund,Mainz,2,1,H,2,1,15,37,55,24,W,W,W,D,W,D,-13,-36,23,31,24
1432,2012-03-03,Freiburg,Schalke 04,2,1,H,2,1,50,31,21,41,L,L,D,W,L,L,-48,-30,-18,-20,24
1433,2012-03-03,Hamburg,Stuttgart,0,4,A,0,4,40,32,26,31,D,W,L,L,W,W,-40,-28,-12,-5,24
1434,2012-03-03,Hannover,Augsburg,2,2,D,2,2,31,38,32,21,L,W,W,L,D,D,-29,-36,7,11,24
1435,2012-03-03,Hertha,Werder Bremen,1,0,H,1,0,38,37,22,36,L,L,L,W,L,D,-37,-37,0,-14,24
1436,2012-03-03,Kaiserslautern,Wolfsburg,0,0,D,0,0,31,43,18,28,L,L,L,L,L,W,-31,-43,12,-10,24
1437,2012-03-03,Leverkusen,Bayern Munich,2,0,H,2,0,29,16,37,45,W,W,W,D,L,W,-27,-16,-11,-8,24
1438,2012-03-04,Hoffenheim,FC Koln,1,1,D,1,1,28,41,27,25,W,L,D,L,D,L,-27,-40,13,2,24
1439,2012-03-04,Nurnberg,M'gladbach,1,0,H,1,0,30,14,31,46,W,D,W,W,D,W,-29,-14,-15,-15,24
1440,2012-03-09,Stuttgart,Kaiserslautern,0,0,D,0,0,32,31,32,19,W,D,W,L,L,L,-32,-31,-1,13,25
1441,2012-03-10,Augsburg,Dortmund,0,0,D,0,0,38,15,22,56,D,W,W,W,L,W,-38,-15,-23,-34,25
1442,2012-03-10,Bayern Munich,Hoffenheim,7,1,H,7,1,17,35,48,27,L,D,W,W,D,D,-10,-34,24,21,25
1443,2012-03-10,FC Koln,Hertha,1,0,H,1,0,41,39,28,22,D,W,L,L,L,L,-40,-39,-1,6,25
1444,2012-03-10,Mainz,Nurnberg,2,1,H,2,1,38,32,27,31,L,W,W,W,D,W,-36,-31,-5,-4,25
1445,2012-03-10,M'gladbach,Freiburg,0,0,D,0,0,14,50,47,22,L,W,D,L,W,D,-14,-50,36,25,25
1446,2012-03-10,Wolfsburg,Leverkusen,3,2,H,3,2,45,32,31,37,D,W,L,W,L,W,-42,-30,-12,-6,25
1447,2012-03-11,Schalke 04,Hamburg,3,1,H,3,1,32,43,44,26,L,L,L,D,W,L,-29,-42,13,18,25
1448,2012-03-11,Werder Bremen,Hannover,3,0,H,3,0,37,34,39,32,L,D,L,L,W,W,-34,-34,0,7,25
1449,2012-03-16,Hoffenheim,Stuttgart,1,2,A,1,2,37,33,27,35,L,D,D,W,W,W,-36,-31,-5,-8,26
1450,2012-03-17,Augsburg,Mainz,2,1,H,2,1,39,40,25,27,D,W,D,L,W,W,-37,-39,2,-2,26
1451,2012-03-17,Dortmund,Werder Bremen,1,0,H,1,0,15,38,59,39,D,W,W,L,W,L,-14,-38,24,20,26
1452,2012-03-17,Hamburg,Freiburg,1,3,A,1,3,46,51,26,25,L,D,L,W,D,L,-45,-48,3,1,26
1453,2012-03-17,Hertha,Bayern Munich,0,6,A,0,6,45,17,22,51,L,W,W,L,L,W,-45,-11,-34,-29,26
1454,2012-03-17,Leverkusen,M'gladbach,1,2,A,1,2,34,15,37,50,L,D,W,L,W,D,-33,-13,-20,-13,26
1455,2012-03-17,Nurnberg,Wolfsburg,1,3,A,1,3,35,46,31,34,L,W,W,D,W,L,-34,-43,9,-3,26
1456,2012-03-18,Hannover,FC Koln,4,1,H,4,1,35,45,35,28,L,W,D,D,L,L,-31,-44,13,7,26
1457,2012-03-18,Kaiserslautern,Schalke 04,1,4,A,1,4,35,33,19,47,D,W,D,L,L,L,-34,-29,-5,-28,26
1458,2012-03-23,Wolfsburg,Hamburg,2,1,H,2,1,47,48,37,26,W,L,W,L,D,L,-45,-47,2,11,27
1459,2012-03-24,Bayern Munich,Hannover,2,1,H,2,1,18,37,54,35,W,W,W,L,L,D,-16,-36,20,19,27
1460,2012-03-24,Freiburg,Kaiserslautern,2,0,H,2,0,51,37,28,19,W,L,D,D,W,D,-49,-37,-12,9,27
1461,2012-03-24,Mainz,Hertha,1,3,A,1,3,43,46,27,25,L,L,W,L,L,W,-42,-43,1,2,27
1462,2012-03-24,M'gladbach,Hoffenheim,1,2,A,1,2,17,38,50,30,W,L,D,L,L,D,-16,-36,20,20,27
1463,2012-03-24,Schalke 04,Leverkusen,2,0,H,2,0,33,36,50,37,W,L,W,L,L,W,-31,-36,5,13,27
1464,2012-03-24,Werder Bremen,Augsburg,1,1,D,1,1,39,40,40,26,L,W,W,D,L,D,-38,-39,1,14,27
1465,2012-03-25,FC Koln,Dortmund,1,6,A,1,6,51,16,28,62,L,W,W,D,D,W,-50,-10,-40,-34,27
1466,2012-03-25,Stuttgart,Nurnberg,1,0,H,1,0,33,36,38,31,W,L,D,L,W,W,-32,-36,4,7,27
1467,2012-03-30,Dortmund,Stuttgart,4,4,D,4,4,20,37,63,39,W,W,W,W,D,D,-16,-33,17,24,28
1468,2012-03-31,Augsburg,FC Koln,2,1,H,2,1,41,53,29,28,D,L,W,L,D,W,-39,-52,13,1,28
1469,2012-03-31,Hertha,Wolfsburg,1,4,A,1,4,50,48,25,40,W,W,L,W,L,W,-49,-44,-5,-15,28
1470,2012-03-31,Kaiserslautern,Hamburg,0,1,A,0,1,38,48,19,29,L,L,L,L,D,L,-38,-47,9,-10,28
1471,2012-03-31,Leverkusen,Freiburg,0,2,A,0,2,38,51,37,31,L,W,L,W,L,D,-38,-49,11,6,28
1472,2012-03-31,Nurnberg,Bayern Munich,0,1,A,0,1,37,18,31,57,L,W,L,W,L,W,-37,-17,-20,-26,28
1473,2012-03-31,Werder Bremen,Mainz,0,3,A,0,3,42,43,40,30,D,L,L,L,W,W,-42,-40,-2,10,28
1474,2012-04-01,Hannover,M'gladbach,2,1,H,2,1,38,19,38,50,L,L,W,W,L,D,-36,-18,-18,-12,28
1475,2012-04-01,Hoffenheim,Schalke 04,1,1,D,1,1,39,34,31,51,W,W,L,W,L,W,-38,-33,-5,-20,28
1476,2012-04-07,Bayern Munich,Augsburg,2,1,H,2,1,19,43,60,29,W,W,W,D,W,W,-17,-42,25,31,29
1477,2012-04-07,FC Koln,Werder Bremen,1,1,D,1,1,54,43,29,41,L,L,L,D,L,L,-53,-42,-11,-12,29
1478,2012-04-07,Freiburg,Nurnberg,2,2,D,2,2,53,39,32,32,W,L,W,L,W,L,-51,-37,-14,0,29
1479,2012-04-07,Kaiserslautern,Hoffenheim,1,2,A,1,2,40,40,19,34,L,D,L,W,L,L,-39,-38,-1,-15,29
1480,2012-04-07,M'gladbach,Hertha,0,0,D,0,0,19,50,51,26,L,L,L,W,W,L,-19,-50,31,25,29
1481,2012-04-07,Stuttgart,Mainz,4,1,H,4,1,38,47,42,30,D,W,W,L,W,L,-34,-46,12,12,29
1482,2012-04-07,Wolfsburg,Dortmund,1,3,A,1,3,51,21,40,66,W,D,W,W,W,W,-50,-18,-32,-26,29
1483,2012-04-08,Hamburg,Leverkusen,1,1,D,1,1,49,39,30,38,W,L,L,L,L,L,-48,-38,-10,-8,29
1484,2012-04-08,Schalke 04,Hannover,3,0,H,3,0,34,41,54,38,D,W,W,L,W,W,-31,-41,10,16,29
1485,2012-04-10,Augsburg,Stuttgart,1,3,A,1,3,46,39,29,45,L,W,W,D,D,W,-45,-36,-9,-16,30
1486,2012-04-10,Hertha,Freiburg,1,2,A,1,2,52,54,26,35,D,D,L,W,W,W,-51,-52,1,-9,30
1487,2012-04-10,Mainz,FC Koln,4,0,H,4,0,47,58,33,29,L,D,W,L,L,L,-43,-58,15,4,30
1488,2012-04-10,Werder Bremen,M'gladbach,2,2,D,2,2,45,21,42,52,D,D,L,L,D,L,-43,-19,-24,-10,30
1489,2012-04-11,Dortmund,Bayern Munich,1,0,H,1,0,21,20,69,60,W,W,D,W,W,W,-20,-20,0,9,30
1490,2012-04-11,Hannover,Wolfsburg,2,0,H,2,0,41,53,41,40,L,L,W,W,L,W,-39,-53,14,1,30
1491,2012-04-11,Hoffenheim,Hamburg,4,0,H,4,0,40,53,37,30,W,D,D,W,W,L,-36,-53,17,7,30
1492,2012-04-11,Leverkusen,Kaiserslautern,3,1,H,3,1,40,43,41,19,D,L,L,L,L,L,-37,-42,5,22,30
1493,2012-04-11,Nurnberg,Schalke 04,4,1,H,4,1,40,38,35,54,D,W,L,D,L,W,-36,-37,1,-19,30
1494,2012-04-13,Stuttgart,Werder Bremen,4,1,H,4,1,40,49,48,42,W,D,W,D,D,L,-36,-48,12,6,31
1495,2012-04-14,Bayern Munich,Mainz,0,0,D,0,0,20,47,61,34,L,W,W,L,W,W,-20,-47,27,27,31
1496,2012-04-14,Hamburg,Hannover,1,0,H,1,0,53,42,33,41,L,W,D,L,W,W,-52,-42,-10,-8,31
1497,2012-04-14,Kaiserslautern,Nurnberg,0,2,A,0,2,45,40,19,38,L,W,L,D,L,L,-45,-38,-7,-19,31
1498,2012-04-14,Leverkusen,Hertha,3,3,D,3,3,43,55,42,27,W,L,D,D,L,L,-40,-52,12,15,31
1499,2012-04-14,Schalke 04,Dortmund,1,2,A,1,2,40,22,54,72,L,W,W,W,D,D,-39,-20,-19,-18,31
1500,2012-04-14,Wolfsburg,Augsburg,1,2,A,1,2,55,47,40,32,L,L,L,L,W,W,-54,-45,-9,8,31
1501,2012-04-15,Freiburg,Hoffenheim,0,0,D,0,0,54,40,36,38,W,W,D,W,W,D,-54,-40,-14,-2,31
1502,2012-04-15,M'gladbach,FC Koln,3,0,H,3,0,21,61,55,29,D,L,D,D,L,L,-18,-61,43,26,31
1503,2012-04-20,Mainz,Wolfsburg,0,0,D,0,0,47,55,35,41,D,L,W,L,L,L,-47,-55,8,-6,32
1504,2012-04-21,Dortmund,M'gladbach,2,0,H,2,0,22,23,75,55,W,W,W,D,W,D,-20,-23,3,20,32
1505,2012-04-21,FC Koln,Stuttgart,1,1,D,1,1,62,41,30,49,L,W,L,W,D,W,-61,-40,-21,-19,32
1506,2012-04-21,Hertha,Kaiserslautern,1,2,A,1,2,57,46,27,22,D,L,L,L,D,L,-56,-44,-12,5,32
1507,2012-04-21,Hoffenheim,Leverkusen,0,1,A,0,1,41,43,38,45,D,D,W,W,W,D,-41,-42,1,-7,32
1508,2012-04-21,Nurnberg,Hamburg,1,1,D,1,1,41,54,39,34,W,W,W,L,D,D,-40,-53,13,5,32
1509,2012-04-21,Werder Bremen,Bayern Munich,1,2,A,1,2,51,21,42,64,L,D,D,L,D,W,-50,-19,-31,-22,32
1510,2012-04-22,Augsburg,Schalke 04,1,1,D,1,1,48,41,33,55,W,L,L,L,L,W,-47,-40,-7,-22,32
1511,2012-04-22,Hannover,Freiburg,0,0,D,0,0,42,54,42,37,L,D,W,W,L,D,-42,-54,12,5,32
1512,2012-04-28,Bayern Munich,Stuttgart,2,0,H,2,0,21,43,67,49,W,D,D,W,L,W,-19,-43,24,18,33
1513,2012-04-28,Freiburg,FC Koln,4,1,H,4,1,55,66,40,30,D,D,D,L,W,L,-51,-65,14,10,33
1514,2012-04-28,Hamburg,Mainz,0,0,D,0,0,54,47,35,36,D,D,W,D,L,W,-54,-47,-7,-1,33
1515,2012-04-28,Hoffenheim,Nurnberg,2,3,A,2,3,44,43,38,42,L,D,D,W,W,W,-42,-40,-2,-4,33
1516,2012-04-28,Kaiserslautern,Dortmund,2,5,A,2,5,51,24,22,78,W,W,L,W,L,W,-49,-19,-30,-56,33
